date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2023-02-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,6,Catalog
2022-12-10,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,16,Catalog
2022-12-17,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,15,Catalog
2022-12-24,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,14,Catalog
2022-12-31,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,13,Catalog
2023-01-07,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,12,Catalog
2023-01-14,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,11,Catalog
2023-01-21,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,10,Catalog
2023-02-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,8,Catalog
2023-02-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,7,Catalog
2023-02-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,5,Catalog
2022-11-26,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,18,Catalog
2023-03-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,4,Catalog
2023-03-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,3,Catalog
2023-03-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,2,Catalog
2023-03-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,1,Catalog
2022-11-05,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,GameStop,,24.0,21,Catalog
2022-10-08,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,25,Catalog
2022-10-15,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,24,Catalog
2022-12-03,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,17,Catalog
2022-11-19,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,19,Catalog
2022-10-29,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,22,Current
2022-09-17,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,28,Current
2023-02-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,15.0,5,Catalog
2023-03-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,17.0,4,Catalog
2023-03-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,15.0,3,Catalog
2023-03-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,15.0,2,Catalog
2023-03-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,16.0,1,Catalog
2022-12-03,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,Amazon UK,,15.0,17,Current
2023-01-07,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,Amazon UK,,15.0,12,Current
2023-03-11,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,Amazon UK,,15.0,3,Current
2022-09-24,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,27,Current
2022-11-12,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,18.0,20,Catalog
2022-10-01,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,17.0,26,Current
2022-10-08,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,25,Current
2022-10-15,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,24,Current
2022-10-01,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,None,US,Amazon CA,,15.0,26,Catalog
2022-11-05,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,GameStop,,15.0,21,Catalog
2022-10-08,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,25,Catalog
2022-10-15,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,24,Catalog
2022-10-22,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,23,Catalog
2022-10-29,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,22,Catalog
2022-11-05,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,21,Catalog
2022-10-22,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,23,Current
2022-11-05,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,21,Current
2022-10-15,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,17.0,24,Current
2022-11-05,Kukoos: Lost Pets,2023-03-31,XSX,UK/EU,Argos Online,Centresoft,16.0,21,Current
2022-09-10,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon CA,,19.0,29,Current
2022-09-17,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon CA,,15.0,28,Current
2022-10-01,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon CA,,15.0,26,Current
2022-10-15,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon CA,,17.0,24,Current
2022-10-29,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon CA,,15.0,22,Current
2022-09-17,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,18.0,28,Current
2022-09-24,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,20.0,27,Current
2023-02-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,15.0,8,Catalog
2022-10-08,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,19.0,25,Current
2022-10-22,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,15.0,23,Current
2022-10-29,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,18.0,22,Current
2022-11-05,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,15.0,21,Current
2022-11-19,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,16.0,19,Current
2022-11-26,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,15.0,18,Current
2022-12-24,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,16.0,14,Current
2022-12-31,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,15.0,13,Current
2023-01-07,Kukoos: Lost Pets,2023-03-31,PS5,US,Amazon US,,15.0,12,Current
2022-10-29,Kukoos: Lost Pets,2023-03-31,XSX,UK/EU,Argos Online,Centresoft,16.0,22,Current
2022-10-01,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon UK,,15.0,26,Current
2022-11-12,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,20,Current
2023-02-04,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,8,Current
2022-11-26,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,18,Current
2022-12-03,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,17,Current
2022-12-17,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,15,Current
2022-12-31,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,13,Current
2023-01-14,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,11,Current
2023-01-21,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,10,Current
2023-02-11,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,7,Current
2022-09-24,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon UK,,15.0,27,Current
2023-02-18,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,6,Current
2023-02-25,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,5,Current
2023-03-04,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,4,Current
2023-03-11,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,3,Current
2023-03-18,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,2,Current
2023-03-25,Kukoos: Lost Pets,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,1,Current
2022-10-22,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon France,Just for Games,16.0,23,Current
2022-11-26,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon France,Just for Games,15.0,18,Current
2022-12-03,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon France,Just for Games,17.0,17,Current
2022-09-17,Kukoos: Lost Pets,2023-03-31,X1/XSX,UK/EU,Amazon UK,,17.0,28,Current
2022-11-19,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,19,Catalog
2022-11-26,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,18,Catalog
2022-12-03,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,17,Catalog
2022-12-10,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,16,Current
2022-12-17,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,15,Current
2022-12-24,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,14,Current
2022-12-31,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,16.0,13,Current
2023-01-07,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,12,Current
2023-01-14,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,11,Current
2023-01-21,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,10,Current
2023-02-04,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,8,Current
2023-02-11,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,7,Current
2023-02-18,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,6,Current
2023-03-04,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,16.0,4,Current
2023-03-11,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,3,Current
2023-03-18,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,2,Current
2023-03-25,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,1,Current
2022-09-24,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,27,Current
2022-10-01,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,26,Current
2022-10-08,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,25,Current
2022-10-15,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,24,Current
2022-10-22,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,23,Current
2022-10-29,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,22,Current
2022-11-05,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,21,Current
2023-01-14,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,16.0,11,Catalog
2022-12-03,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,17,Current
2022-11-19,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,19,Current
2023-03-11,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,15.0,3,Current
2023-03-18,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,2,Current
2023-03-25,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,1,Current
2023-03-11,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,21.0,3,Current
2023-03-18,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,19.0,2,Current
2023-01-28,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,16.0,9,Current
2023-02-04,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,16.0,8,Current
2023-02-11,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,15.0,7,Current
2023-02-18,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,16.0,6,Current
2023-02-25,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,15.0,5,Current
2023-03-04,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,15.0,4,Current
2023-03-18,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,16.0,2,Current
2022-11-26,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,18,Current
2023-03-25,Vampire Masquerade: Swansong,2023-03-31,Nintendo Switch,UK/EU,The Very Group,Centresoft,16.0,1,Current
2022-09-24,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,27,Current
2022-10-01,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,16.0,26,Current
2022-10-08,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,25,Current
2022-10-15,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,24,Current
2022-10-22,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,23,Current
2022-10-29,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,22,Current
2022-11-05,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,21,Current
2022-11-12,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,20,Current
2022-11-19,Operation Wolf Returns,2023-03-31,Nintendo Switch,UK/EU,GAME,U&I,15.0,19,Current
2022-11-12,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,20,Current
2022-11-26,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,18,Current
2022-12-10,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,16,Catalog
2023-02-25,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,5,Current
2022-12-10,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,16,Current
2022-12-17,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,15,Current
2022-12-24,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,14,Current
2023-01-07,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,12,Current
2023-01-14,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,11,Current
2023-01-21,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,10,Current
2023-02-04,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,8,Current
2023-02-11,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,7,Current
2023-02-18,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,6,Current
2023-03-04,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,4,Current
2022-11-26,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,18,Current
2023-03-11,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,3,Current
2023-03-18,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,2,Current
2023-03-25,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,1,Current
2022-11-26,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,17.0,18,Catalog
2022-12-03,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,17,Catalog
2022-12-10,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,17.0,16,Catalog
2022-12-17,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,16.0,15,Catalog
2022-12-24,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,17.0,14,Catalog
2022-12-31,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,UK/EU,Argos Online,Centresoft,18.0,13,Catalog
2022-11-19,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,19,Current
2022-12-03,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,17,Current
2023-02-25,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,5,Current
2022-12-10,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,16,Current
2022-12-17,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,15,Current
2022-12-24,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,14,Current
2022-12-31,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,13,Current
2023-01-07,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,12,Current
2023-01-14,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,11,Current
2023-01-21,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,10,Current
2023-02-04,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,8,Current
2023-02-11,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,7,Current
2023-02-18,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,6,Current
2023-03-04,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,16.0,4,Current
2022-11-12,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,20,Current
2023-03-11,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,3,Current
2023-03-18,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,2,Current
2023-03-25,Operation Wolf Returns,2023-03-31,PS4,UK/EU,GAME,U&I,15.0,1,Current
2022-09-24,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,27,Current
2022-10-01,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,26,Current
2022-10-08,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,25,Current
2022-10-15,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,15.0,24,Current
2022-10-22,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,16.0,23,Current
2022-10-29,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,17.0,22,Current
2022-11-05,Operation Wolf Returns,2023-03-31,PS5,UK/EU,GAME,U&I,17.0,21,Current
2023-03-11,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,3,Current
2023-03-04,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,4,Current
2023-03-25,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Indie,Centresoft,16.0,1,Current
2023-01-14,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,11,Catalog
2023-03-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,2,Catalog
2023-03-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,3,Catalog
2023-03-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,4,Catalog
2023-02-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,5,Catalog
2023-02-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,16.0,6,Catalog
2023-02-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,7,Catalog
2023-02-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,8,Catalog
2023-01-28,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,9,Catalog
2023-01-21,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,10,Catalog
2023-01-07,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,12,Catalog
2022-12-31,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,13,Catalog
2022-12-17,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,19.0,15,Catalog
2022-12-10,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,15.0,16,Catalog
2022-12-03,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,17.0,17,Catalog
2022-11-26,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,16.0,18,Catalog
2022-11-19,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,UK/EU,Argos Online,Centresoft,16.0,19,Catalog
2023-03-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,UK/EU,Argos Online,Centresoft,15.0,1,Catalog
2023-03-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,UK/EU,Argos Online,Centresoft,15.0,2,Catalog
2023-03-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS4,UK/EU,Argos Online,Centresoft,15.0,3,Catalog
2023-03-18,Nerf Legends CIB,2023-03-31,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,2,Current
2023-02-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,5,Catalog
2022-12-17,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,15,Catalog
2022-12-24,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,14,Catalog
2022-12-31,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,13,Catalog
2023-01-07,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,12,Catalog
2023-01-14,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,11,Catalog
2023-01-21,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,10,Catalog
2023-01-28,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,9,Catalog
2023-02-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,8,Catalog
2023-02-18,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,6,Catalog
2023-03-04,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,17.0,4,Catalog
2022-11-05,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,GameStop,,19.0,21,Catalog
2023-03-11,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,3,Catalog
2023-03-25,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,1,Catalog
2022-11-19,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,18.0,19,Catalog
2022-11-12,Operation Wolf Returns: First Mission - Day 1 Edition,2023-03-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,19.0,20,Catalog
